CustomerID,GENDER,AGE,MARITAL_STATUS,PROFESSION,IS_TENT,PRODUCT_LINE,PURCHASE_AMOUNT,PURCHASE_AMOUNT_PREDICTION
33,F,18,Single,Student,False,Personal Accessories,72.23,0.0
34,F,31,Married,Executive,False,Golf Equipment,150.18,0.0
35,M,28,Single,Trades,True,Mountaineering Equipment,137.94,0.0
36,F,24,Single,Student,True,Personal Accessories,81.75,0.0
37,F,29,Single,Other,False,Personal Accessories,105.39,0.0
38,F,29,Single,Other,False,Personal Accessories,109.19,0.0
39,F,68,Unspecified,Hospitality,False,Personal Accessories,87.31,0.0
40,M,42,Married,Trades,True,Camping Equipment,165.7,0.0
41,M,42,Married,Trades,True,Camping Equipment,167.4,0.0
42,F,33,Married,Hospitality,False,Personal Accessories,125.97,0.0
43,F,33,Married,Hospitality,False,Personal Accessories,130.16,0.0
44,F,33,Married,Hospitality,False,Personal Accessories,126.72,0.0
45,F,54,Married,Other,False,Golf Equipment,110.17,0.0
46,F,54,Married,Other,False,Golf Equipment,110.35,0.0
47,F,54,Married,Other,False,Golf Equipment,109.36,0.0
48,M,38,Married,Executive,False,Golf Equipment,176.58,0.0
49,M,38,Married,Executive,False,Golf Equipment,177.0,0.0
50,M,38,Married,Executive,False,Golf Equipment,178.52,0.0
51,M,24,Single,Other,False,Mountaineering Equipment,119.66,0.0
52,F,24,Unspecified,Other,False,Personal Accessories,92.24,0.0
53,F,24,Unspecified,Other,False,Personal Accessories,94.37,0.0
54,F,20,Single,Retail,False,Personal Accessories,85.92,0.0
55,F,20,Single,Retail,False,Personal Accessories,92.52,0.0
56,F,29,Single,Professional,True,Personal Accessories,116.78,0.0
57,M,40,Married,Other,False,Outdoor Protection,155.7,0.0
58,F,49,Unspecified,Hospitality,False,Personal Accessories,93.64,0.0
59,F,26,Single,Other,False,Personal Accessories,114.34,0.0
60,F,51,Unspecified,Hospitality,False,Personal Accessories,87.81,0.0
61,M,29,Single,Professional,True,Camping Equipment,140.71,0.0
62,F,33,Married,Executive,False,Golf Equipment,149.69,0.0
63,M,47,Married,Professional,False,Golf Equipment,144.85,0.0
64,F,38,Married,Other,False,Outdoor Protection,135.77,0.0
65,F,39,Married,Executive,False,Golf Equipment,159.0,0.0
66,M,29,Single,Professional,True,Camping Equipment,143.99,0.0
67,M,29,Single,Professional,True,Camping Equipment,144.17,0.0
68,F,33,Married,Executive,False,Golf Equipment,154.89,0.0
69,F,20,Single,Professional,True,Personal Accessories,105.22,0.0
70,M,31,Married,Other,False,Camping Equipment,153.58,0.0
71,F,31,Single,Other,False,Personal Accessories,117.62,0.0
72,F,42,Married,Other,False,Outdoor Protection,142.27,0.0
73,F,42,Married,Other,False,Outdoor Protection,139.25,0.0
74,F,42,Married,Other,False,Outdoor Protection,143.36,0.0
75,M,21,Single,Trades,True,Mountaineering Equipment,134.05,0.0
76,F,65,Married,Other,False,Golf Equipment,106.72,0.0
77,F,65,Married,Other,False,Golf Equipment,107.61,0.0
78,F,41,Unspecified,Hospitality,False,Outdoor Protection,123.64,0.0
79,F,41,Unspecified,Hospitality,False,Outdoor Protection,120.37,0.0
80,M,17,Single,Student,False,Personal Accessories,92.6,0.0
81,M,55,Married,Trades,False,Camping Equipment,140.48,0.0
82,M,55,Married,Trades,False,Camping Equipment,143.31,0.0
83,M,55,Married,Trades,False,Camping Equipment,139.59,0.0
84,M,55,Married,Trades,False,Camping Equipment,143.75,0.0
85,F,52,Married,Executive,False,Golf Equipment,132.8,0.0
86,M,35,Married,Trades,True,Camping Equipment,169.37,0.0
87,F,34,Single,Retail,False,Personal Accessories,111.81,0.0
88,M,25,Single,Other,False,Mountaineering Equipment,132.24,0.0
89,M,25,Single,Other,False,Mountaineering Equipment,125.55,0.0
90,M,25,Single,Other,False,Mountaineering Equipment,127.57,0.0
91,F,18,Single,Retail,False,Personal Accessories,75.09,0.0
92,F,19,Single,Other,False,Personal Accessories,94.76,0.0
93,M,36,Single,Professional,False,Outdoor Protection,155.23,0.0
94,M,33,Married,Professional,True,Camping Equipment,162.13,0.0
95,M,33,Married,Sales,True,Camping Equipment,153.21,0.0
96,F,30,Single,Professional,False,Personal Accessories,125.22,0.0
97,F,29,Single,Other,False,Personal Accessories,112.41,0.0
98,F,29,Single,Other,False,Personal Accessories,110.44,0.0
99,M,21,Single,Sales,True,Mountaineering Equipment,118.95,0.0
100,M,21,Single,Sales,True,Mountaineering Equipment,121.43,0.0
101,F,44,Married,Other,False,Outdoor Protection,141.97,0.0
102,M,21,Single,Student,True,Personal Accessories,96.91,0.0
103,M,21,Single,Student,True,Personal Accessories,95.22,0.0
104,M,46,Married,Trades,False,Camping Equipment,136.75,0.0
105,F,47,Married,Sales,False,Outdoor Protection,113.84,0.0
106,F,34,Single,Professional,False,Personal Accessories,129.56,0.0
107,F,24,Single,Professional,True,Personal Accessories,111.76,0.0
108,F,27,Single,Retail,False,Personal Accessories,97.91,0.0
109,F,28,Single,Professional,True,Personal Accessories,121.28,0.0
110,M,26,Married,Other,True,Camping Equipment,142.26,0.0
111,M,26,Married,Other,True,Camping Equipment,144.87,0.0
112,M,29,Single,Professional,True,Camping Equipment,136.85,0.0
113,M,29,Single,Professional,True,Camping Equipment,135.78,0.0
114,M,29,Single,Professional,True,Camping Equipment,138.69,0.0
115,F,23,Single,Professional,True,Personal Accessories,112.11,0.0
116,M,27,Single,Other,False,Mountaineering Equipment,132.78,0.0
117,F,26,Married,Executive,False,Personal Accessories,135.53,0.0
118,F,26,Married,Executive,False,Personal Accessories,135.74,0.0
119,F,20,Single,Other,False,Personal Accessories,100.1,0.0
120,M,26,Single,Other,False,Mountaineering Equipment,131.78,0.0
121,M,33,Married,Other,False,Camping Equipment,148.02,0.0
122,M,33,Married,Other,False,Camping Equipment,154.09,0.0
123,F,19,Single,Other,False,Personal Accessories,89.41,0.0
124,F,19,Single,Other,False,Personal Accessories,94.48,0.0
125,F,26,Married,Other,False,Camping Equipment,116.44,0.0
126,F,26,Married,Other,False,Camping Equipment,117.98,0.0
127,F,40,Married,Other,False,Outdoor Protection,138.72,0.0
128,F,40,Married,Other,False,Outdoor Protection,141.77,0.0
129,F,40,Married,Other,False,Outdoor Protection,140.64,0.0
130,M,40,Single,Other,False,Outdoor Protection,148.12,0.0
131,M,40,Single,Other,False,Outdoor Protection,154.64,0.0
132,M,40,Single,Other,False,Outdoor Protection,151.96,0.0
133,M,40,Single,Other,False,Outdoor Protection,152.8,0.0
134,M,40,Single,Other,False,Outdoor Protection,150.66,0.0
135,M,44,Single,Other,False,Outdoor Protection,145.99,0.0
136,M,44,Single,Other,False,Outdoor Protection,149.53,0.0
137,M,43,Married,Trades,True,Camping Equipment,172.12,0.0
138,M,43,Married,Trades,True,Camping Equipment,165.07,0.0
139,F,24,Single,Retail,False,Personal Accessories,87.07,0.0
140,M,28,Unspecified,Sales,True,Camping Equipment,117.45,0.0
141,F,22,Single,Professional,True,Personal Accessories,113.32,0.0
142,F,20,Married,Retail,True,Personal Accessories,96.98,0.0
143,F,46,Married,Retail,False,Outdoor Protection,96.64,0.0
144,M,31,Unspecified,Sales,False,Camping Equipment,133.39,0.0
145,M,31,Unspecified,Sales,False,Camping Equipment,129.08,0.0
146,M,31,Unspecified,Sales,False,Camping Equipment,126.91,0.0
147,M,31,Unspecified,Sales,False,Camping Equipment,131.0,0.0
148,M,31,Unspecified,Sales,False,Camping Equipment,134.47,0.0
149,F,23,Single,Student,True,Personal Accessories,77.56,0.0
150,F,23,Single,Student,True,Personal Accessories,79.44,0.0
151,F,37,Married,Other,False,Outdoor Protection,137.56,0.0
152,F,37,Married,Other,False,Outdoor Protection,142.16,0.0
153,F,50,Married,Other,False,Golf Equipment,112.71,0.0
154,F,18,Single,Student,False,Personal Accessories,70.98,0.0
155,M,30,Single,Trades,True,Mountaineering Equipment,146.05,0.0
156,F,67,Married,Other,False,Golf Equipment,112.39,0.0
157,M,30,Married,Other,False,Camping Equipment,153.44,0.0
158,M,24,Single,Professional,True,Personal Accessories,126.61,0.0
159,F,31,Married,Other,False,Camping Equipment,130.43,0.0
160,F,31,Married,Other,False,Camping Equipment,129.67,0.0
161,M,35,Married,Other,False,Outdoor Protection,157.28,0.0
162,M,41,Married,Trades,True,Camping Equipment,172.08,0.0
163,M,41,Married,Trades,True,Camping Equipment,170.18,0.0
164,F,25,Single,Other,False,Personal Accessories,113.33,0.0
165,F,23,Single,Other,False,Personal Accessories,104.82,0.0
166,F,25,Single,Other,False,Personal Accessories,111.11,0.0
167,F,30,Married,Hospitality,False,Personal Accessories,133.31,0.0
168,M,49,Unspecified,Trades,False,Camping Equipment,124.7,0.0
169,M,39,Married,Other,False,Outdoor Protection,160.34,0.0
170,F,34,Married,Other,False,Camping Equipment,131.55,0.0
171,F,34,Married,Other,False,Camping Equipment,132.92,0.0
172,M,28,Single,Student,True,Camping Equipment,113.78,0.0
173,F,42,Married,Other,False,Outdoor Protection,144.49,0.0
174,F,27,Single,Other,False,Personal Accessories,112.57,0.0
175,M,25,Single,Professional,True,Camping Equipment,141.3,0.0
176,M,55,Married,Other,False,Golf Equipment,132.37,0.0
177,M,27,Married,Other,True,Camping Equipment,139.63,0.0
178,M,27,Married,Other,True,Camping Equipment,142.17,0.0
179,F,19,Single,Professional,False,Personal Accessories,104.19,0.0
180,M,50,Married,Professional,False,Golf Equipment,143.81,0.0
181,F,33,Married,Other,False,Camping Equipment,133.49,0.0
182,F,33,Married,Other,False,Camping Equipment,129.45,0.0
183,M,35,Married,Sales,False,Outdoor Protection,157.88,0.0
184,M,26,Married,Sales,True,Camping Equipment,144.77,0.0
185,M,26,Married,Sales,True,Camping Equipment,142.45,0.0
186,F,31,Married,Retail,False,Camping Equipment,121.65,0.0
187,F,31,Married,Retail,False,Camping Equipment,121.77,0.0
188,M,42,Married,Sales,False,Outdoor Protection,162.52,0.0
189,M,42,Married,Sales,False,Outdoor Protection,160.09,0.0
190,F,40,Married,Other,False,Outdoor Protection,135.6,0.0
191,F,40,Married,Other,False,Outdoor Protection,139.15,0.0
192,F,21,Married,Other,True,Personal Accessories,107.88,0.0
193,F,19,Single,Other,False,Personal Accessories,91.04,0.0
194,F,43,Married,Other,False,Outdoor Protection,138.47,0.0
195,F,43,Married,Other,False,Outdoor Protection,142.63,0.0
196,F,31,Married,Other,False,Camping Equipment,128.42,0.0
197,F,31,Married,Other,False,Camping Equipment,134.85,0.0
198,F,49,Married,Executive,False,Golf Equipment,130.68,0.0
199,F,49,Married,Executive,False,Golf Equipment,132.68,0.0
200,M,43,Married,Trades,True,Camping Equipment,172.74,0.0
201,M,43,Married,Trades,True,Camping Equipment,167.83,0.0
202,F,29,Single,Hospitality,False,Personal Accessories,114.36,0.0
203,F,29,Single,Hospitality,False,Personal Accessories,114.54,0.0
204,F,24,Single,Retail,False,Personal Accessories,88.22,0.0
205,M,20,Single,Other,False,Mountaineering Equipment,122.11,0.0
206,M,20,Single,Other,False,Mountaineering Equipment,118.42,0.0
207,M,33,Married,Executive,False,Golf Equipment,166.07,0.0
208,M,19,Single,Other,False,Personal Accessories,106.64,0.0
209,M,27,Married,Other,True,Camping Equipment,144.98,0.0
210,M,27,Married,Executive,True,Outdoor Protection,161.83,0.0
211,M,27,Married,Executive,True,Outdoor Protection,162.28,0.0
212,M,27,Married,Executive,True,Outdoor Protection,156.67,0.0
213,F,22,Single,Other,False,Personal Accessories,104.1,0.0
214,F,22,Single,Other,False,Personal Accessories,96.58,0.0
215,F,25,Single,Retail,False,Personal Accessories,98.52,0.0
216,F,39,Married,Other,False,Outdoor Protection,140.19,0.0
217,F,28,Single,Other,False,Personal Accessories,113.43,0.0
218,F,20,Single,Student,True,Personal Accessories,82.84,0.0
219,F,46,Married,Other,False,Golf Equipment,108.5,0.0
220,F,46,Married,Other,False,Golf Equipment,108.23,0.0
221,M,22,Single,Other,False,Mountaineering Equipment,117.75,0.0
222,F,40,Married,Other,False,Outdoor Protection,144.3,0.0
223,F,27,Single,Other,False,Personal Accessories,114.29,0.0
224,F,57,Married,Retired,False,Golf Equipment,101.57,0.0
225,F,27,Single,Other,False,Personal Accessories,105.7,0.0
226,F,27,Single,Other,False,Personal Accessories,113.06,0.0
227,F,21,Single,Other,False,Personal Accessories,99.98,0.0
228,F,25,Married,Executive,False,Personal Accessories,138.15,0.0
229,M,35,Married,Other,False,Outdoor Protection,157.96,0.0
230,M,39,Married,Executive,False,Golf Equipment,178.95,0.0
231,M,39,Married,Executive,False,Golf Equipment,176.37,0.0
232,F,33,Married,Hospitality,False,Personal Accessories,127.91,0.0
233,F,23,Single,Retail,False,Personal Accessories,89.13,0.0
234,F,44,Married,Other,False,Outdoor Protection,139.65,0.0
235,M,31,Married,Sales,True,Camping Equipment,149.7,0.0
236,M,31,Married,Sales,True,Camping Equipment,145.61,0.0
237,F,23,Single,Retail,False,Personal Accessories,86.69,0.0
238,M,24,Single,Student,True,Personal Accessories,99.43,0.0
239,M,24,Single,Student,True,Personal Accessories,101.84,0.0
240,M,31,Single,Professional,True,Camping Equipment,150.65,0.0
241,M,31,Single,Professional,True,Camping Equipment,151.43,0.0
242,F,19,Single,Retail,False,Personal Accessories,77.2,0.0
243,M,33,Single,Other,False,Mountaineering Equipment,138.43,0.0
244,M,33,Single,Other,False,Mountaineering Equipment,141.25,0.0
245,M,41,Married,Other,False,Outdoor Protection,155.07,0.0
246,F,25,Married,Other,False,Camping Equipment,120.31,0.0
247,F,25,Married,Other,False,Camping Equipment,122.4,0.0
248,M,43,Single,Other,False,Outdoor Protection,147.27,0.0
249,M,43,Single,Other,False,Outdoor Protection,154.65,0.0
250,M,43,Single,Other,False,Outdoor Protection,151.48,0.0
251,M,19,Single,Other,False,Personal Accessories,107.39,0.0
252,M,19,Single,Other,False,Personal Accessories,111.28,0.0
253,M,28,Single,Sales,True,Mountaineering Equipment,134.34,0.0
254,M,28,Single,Sales,True,Mountaineering Equipment,127.54,0.0
255,M,27,Single,Sales,True,Mountaineering Equipment,125.94,0.0
256,F,38,Married,Other,False,Outdoor Protection,139.66,0.0
257,F,38,Married,Other,False,Outdoor Protection,137.78,0.0
258,M,37,Married,Trades,True,Camping Equipment,171.3,0.0
259,F,34,Married,Other,False,Camping Equipment,130.12,0.0
260,F,34,Married,Other,False,Camping Equipment,131.1,0.0
261,F,46,Married,Executive,False,Golf Equipment,129.47,0.0
262,F,46,Married,Executive,False,Golf Equipment,134.6,0.0
263,M,41,Married,Other,False,Outdoor Protection,156.03,0.0
264,M,41,Married,Other,False,Outdoor Protection,161.92,0.0
265,M,44,Single,Professional,False,Outdoor Protection,155.62,0.0
266,F,38,Single,Retail,False,Outdoor Protection,122.44,0.0
267,F,31,Married,Hospitality,False,Personal Accessories,128.47,0.0
268,F,31,Married,Hospitality,False,Personal Accessories,133.76,0.0
269,F,27,Married,Retail,False,Camping Equipment,107.87,0.0
270,F,27,Married,Retail,False,Camping Equipment,106.39,0.0
271,F,45,Married,Other,False,Golf Equipment,105.5,0.0
272,M,24,Single,Student,True,Personal Accessories,97.1,0.0
273,M,24,Single,Student,True,Personal Accessories,96.17,0.0
274,M,39,Married,Other,False,Outdoor Protection,157.0,0.0
275,M,39,Married,Other,False,Outdoor Protection,160.79,0.0
276,F,28,Single,Student,True,Personal Accessories,93.58,0.0
277,F,28,Single,Student,True,Personal Accessories,87.73,0.0
278,M,32,Single,Other,False,Mountaineering Equipment,136.79,0.0
279,M,32,Single,Other,False,Mountaineering Equipment,143.61,0.0
280,M,32,Single,Other,False,Mountaineering Equipment,144.39,0.0
281,F,52,Unspecified,Hospitality,False,Personal Accessories,88.82,0.0
282,M,37,Unspecified,Trades,True,Camping Equipment,151.88,0.0
283,M,29,Single,Professional,True,Camping Equipment,139.66,0.0
284,M,41,Married,Professional,False,Golf Equipment,167.64,0.0
285,F,34,Single,Retail,False,Personal Accessories,109.79,0.0
286,F,50,Married,Other,False,Golf Equipment,113.57,0.0
287,F,50,Married,Other,False,Golf Equipment,108.74,0.0
288,M,27,Single,Trades,True,Mountaineering Equipment,137.73,0.0
289,F,27,Single,Other,False,Personal Accessories,110.5,0.0
290,M,19,Single,Professional,False,Personal Accessories,116.29,0.0
291,F,23,Married,Other,True,Personal Accessories,114.32,0.0
292,F,23,Married,Other,True,Personal Accessories,107.7,0.0
293,M,36,Married,Sales,False,Outdoor Protection,164.6,0.0
294,F,27,Single,Other,False,Personal Accessories,112.03,0.0
295,F,23,Single,Hospitality,False,Personal Accessories,101.7,0.0
296,M,27,Married,Other,True,Camping Equipment,137.75,0.0
297,M,41,Married,Executive,False,Golf Equipment,177.61,0.0
298,F,28,Single,Other,False,Personal Accessories,105.7,0.0
299,F,31,Married,Professional,True,Golf Equipment,144.74,0.0
300,M,32,Married,Executive,False,Golf Equipment,171.93,0.0
301,M,32,Married,Executive,False,Golf Equipment,171.85,0.0
302,F,64,Married,Other,False,Golf Equipment,114.5,0.0
303,F,27,Single,Student,True,Personal Accessories,86.17,0.0
304,F,29,Married,Other,False,Camping Equipment,123.85,0.0
305,M,36,Married,Executive,False,Golf Equipment,179.34,0.0
306,M,35,Married,Executive,False,Golf Equipment,179.19,0.0
307,M,35,Married,Executive,False,Golf Equipment,181.25,0.0
308,M,35,Married,Executive,False,Golf Equipment,177.76,0.0
309,M,35,Married,Executive,False,Golf Equipment,176.71,0.0
310,M,35,Married,Executive,False,Golf Equipment,179.21,0.0
311,M,35,Married,Executive,False,Golf Equipment,182.36,0.0
312,F,48,Married,Retail,False,Outdoor Protection,96.18,0.0
313,F,48,Married,Retail,False,Outdoor Protection,100.13,0.0
314,M,34,Married,Other,False,Camping Equipment,145.97,0.0
315,M,34,Married,Other,False,Camping Equipment,146.8,0.0
316,M,22,Single,Sales,True,Mountaineering Equipment,116.72,0.0
317,M,28,Single,Professional,True,Camping Equipment,144.75,0.0
318,F,35,Single,Professional,False,Personal Accessories,137.1,0.0
319,F,38,Married,Executive,False,Golf Equipment,155.31,0.0
320,M,39,Single,Other,False,Outdoor Protection,147.85,0.0
321,F,24,Single,Student,True,Personal Accessories,79.57,0.0
322,F,31,Single,Other,False,Personal Accessories,122.83,0.0
323,M,42,Married,Other,False,Outdoor Protection,159.81,0.0
324,M,42,Married,Other,False,Outdoor Protection,161.98,0.0
325,F,23,Single,Hospitality,False,Personal Accessories,103.79,0.0
326,F,36,Married,Other,False,Outdoor Protection,142.12,0.0
327,F,36,Married,Other,False,Outdoor Protection,140.69,0.0
328,F,22,Single,Student,True,Personal Accessories,78.85,0.0
329,F,26,Single,Sales,False,Personal Accessories,108.33,0.0
330,M,31,Single,Trades,True,Mountaineering Equipment,149.49,0.0
331,M,31,Single,Trades,True,Mountaineering Equipment,146.65,0.0
332,F,31,Married,Other,False,Camping Equipment,127.99,0.0
333,F,49,Married,Professional,False,Golf Equipment,124.99,0.0
334,F,22,Single,Retail,False,Personal Accessories,86.82,0.0
335,M,37,Married,Other,False,Outdoor Protection,158.48,0.0
336,M,25,Single,Other,False,Mountaineering Equipment,126.07,0.0
337,M,37,Married,Trades,True,Camping Equipment,168.24,0.0
338,M,37,Married,Trades,True,Camping Equipment,172.24,0.0
339,M,43,Married,Sales,False,Outdoor Protection,162.25,0.0
340,M,43,Married,Sales,False,Outdoor Protection,163.55,0.0
341,M,43,Married,Sales,False,Outdoor Protection,158.86,0.0
342,M,43,Single,Other,False,Outdoor Protection,152.21,0.0
343,M,43,Single,Other,False,Outdoor Protection,153.88,0.0
344,M,43,Single,Other,False,Outdoor Protection,149.95,0.0
345,M,43,Single,Other,False,Outdoor Protection,151.16,0.0
346,F,35,Married,Professional,False,Golf Equipment,153.34,0.0
347,F,35,Married,Professional,False,Golf Equipment,149.39,0.0
348,F,49,Married,Other,False,Golf Equipment,108.43,0.0
349,F,49,Married,Other,False,Golf Equipment,107.76,0.0
350,F,35,Unspecified,Hospitality,False,Outdoor Protection,124.79,0.0
351,F,35,Unspecified,Hospitality,False,Outdoor Protection,121.83,0.0
352,F,35,Unspecified,Hospitality,False,Outdoor Protection,117.29,0.0
353,F,35,Unspecified,Hospitality,False,Outdoor Protection,119.74,0.0
354,M,28,Single,Professional,True,Camping Equipment,137.28,0.0
355,M,35,Married,Other,False,Outdoor Protection,158.13,0.0
356,M,26,Married,Executive,True,Outdoor Protection,158.19,0.0
357,M,44,Married,Other,False,Outdoor Protection,161.37,0.0
358,M,28,Married,Other,True,Camping Equipment,144.17,0.0
359,M,28,Married,Other,True,Camping Equipment,139.96,0.0
360,F,38,Married,Executive,False,Golf Equipment,160.92,0.0
361,M,22,Single,Professional,True,Personal Accessories,133.29,0.0
362,M,22,Single,Professional,True,Personal Accessories,127.08,0.0
363,M,24,Single,Retail,False,Personal Accessories,114.7,0.0
364,M,24,Single,Retail,False,Personal Accessories,111.51,0.0
365,M,24,Single,Retail,False,Personal Accessories,114.68,0.0
366,F,41,Unspecified,Hospitality,False,Outdoor Protection,123.42,0.0
367,F,41,Unspecified,Hospitality,False,Outdoor Protection,119.79,0.0
368,F,29,Single,Other,False,Personal Accessories,105.5,0.0
369,F,65,Unspecified,Hospitality,False,Personal Accessories,91.49,0.0
370,M,42,Married,Sales,False,Outdoor Protection,155.68,0.0
371,F,40,Married,Sales,False,Outdoor Protection,138.39,0.0
372,M,37,Unspecified,Trades,True,Camping Equipment,151.44,0.0
373,M,37,Unspecified,Trades,True,Camping Equipment,147.05,0.0
374,M,37,Unspecified,Trades,True,Camping Equipment,151.55,0.0
375,F,32,Married,Executive,False,Golf Equipment,152.79,0.0
376,F,21,Single,Hospitality,False,Personal Accessories,97.62,0.0
377,F,21,Single,Hospitality,False,Personal Accessories,102.16,0.0
378,M,43,Married,Sales,False,Outdoor Protection,164.3,0.0
379,F,67,Married,Other,False,Golf Equipment,111.35,0.0
380,M,40,Married,Other,False,Outdoor Protection,162.29,0.0
381,M,40,Married,Other,False,Outdoor Protection,163.26,0.0
382,M,19,Single,Student,False,Personal Accessories,89.54,0.0
383,M,19,Single,Student,False,Personal Accessories,89.84,0.0
384,M,19,Single,Student,False,Personal Accessories,86.06,0.0
385,F,39,Married,Other,False,Outdoor Protection,138.51,0.0
386,M,50,Unspecified,Other,False,Golf Equipment,106.25,0.0
387,M,50,Unspecified,Other,False,Golf Equipment,106.42,0.0
388,M,29,Single,Trades,True,Mountaineering Equipment,136.62,0.0
389,M,29,Single,Trades,True,Mountaineering Equipment,135.65,0.0
390,F,48,Unspecified,Hospitality,False,Personal Accessories,85.67,0.0
391,F,22,Single,Retail,False,Personal Accessories,88.53,0.0
392,F,37,Married,Other,False,Outdoor Protection,143.42,0.0
393,M,23,Single,Executive,False,Personal Accessories,137.56,0.0
394,M,23,Single,Executive,False,Personal Accessories,138.43,0.0
395,F,37,Married,Professional,False,Golf Equipment,153.09,0.0
396,F,32,Married,Executive,False,Golf Equipment,150.95,0.0
397,F,32,Married,Executive,False,Golf Equipment,147.43,0.0
398,F,19,Single,Other,False,Personal Accessories,91.88,0.0
399,F,26,Single,Other,False,Personal Accessories,108.73,0.0
400,M,39,Married,Other,False,Outdoor Protection,155.16,0.0
401,F,37,Married,Other,False,Outdoor Protection,136.81,0.0
402,F,37,Married,Other,False,Outdoor Protection,136.19,0.0
403,F,20,Married,Retail,True,Personal Accessories,102.53,0.0
404,F,51,Married,Other,False,Golf Equipment,108.96,0.0
405,F,24,Single,Professional,True,Personal Accessories,108.02,0.0
406,M,38,Single,Professional,False,Outdoor Protection,163.42,0.0
407,M,38,Single,Professional,False,Outdoor Protection,161.17,0.0
408,M,38,Single,Professional,False,Outdoor Protection,162.62,0.0
409,M,38,Married,Trades,True,Camping Equipment,168.36,0.0
410,M,36,Married,Trades,True,Camping Equipment,166.37,0.0
411,M,36,Married,Trades,True,Camping Equipment,170.53,0.0
412,F,44,Married,Executive,False,Golf Equipment,159.21,0.0
413,F,20,Single,Other,False,Personal Accessories,102.69,0.0
414,M,31,Single,Professional,True,Camping Equipment,145.01,0.0
415,M,31,Single,Professional,True,Camping Equipment,146.6,0.0
416,F,46,Married,Hospitality,False,Outdoor Protection,114.38,0.0
417,F,46,Married,Hospitality,False,Outdoor Protection,107.05,0.0
418,M,32,Single,Other,False,Mountaineering Equipment,138.39,0.0
419,M,28,Single,Trades,True,Mountaineering Equipment,143.69,0.0
420,M,28,Single,Trades,True,Mountaineering Equipment,140.17,0.0
421,M,28,Single,Trades,True,Mountaineering Equipment,143.62,0.0
422,F,37,Married,Other,False,Outdoor Protection,136.45,0.0
423,F,37,Married,Other,False,Outdoor Protection,139.07,0.0
424,F,37,Married,Other,False,Outdoor Protection,143.69,0.0
425,M,33,Single,Other,False,Mountaineering Equipment,137.43,0.0
426,F,29,Single,Retail,False,Personal Accessories,95.75,0.0
427,M,35,Married,Other,False,Outdoor Protection,159.61,0.0
428,M,35,Married,Other,False,Outdoor Protection,160.29,0.0
429,F,28,Single,Professional,True,Personal Accessories,116.68,0.0
430,M,32,Married,Professional,True,Camping Equipment,160.3,0.0
431,M,31,Single,Other,False,Mountaineering Equipment,136.35,0.0
432,M,31,Single,Other,False,Mountaineering Equipment,141.93,0.0
433,F,22,Single,Professional,True,Personal Accessories,112.69,0.0
434,M,26,Single,Sales,True,Mountaineering Equipment,126.63,0.0
435,M,44,Married,Trades,True,Camping Equipment,168.55,0.0
436,M,30,Married,Professional,True,Camping Equipment,156.8,0.0
437,F,28,Single,Retail,False,Personal Accessories,102.41,0.0
438,F,28,Married,Executive,False,Personal Accessories,141.55,0.0
